index,name,geometry
350,11th Avenue,"LINESTRING (-8236630.691697711 4978620.713709124, -8236635.055421751 4978612.673347434, -8236659.423258285 4978567.856169267, -8236676.7445710525 4978535.988914156, -8236684.214108886 4978522.260156409)"
351,West End Avenue,"LINESTRING (-8236579.306620762 4978712.81821487, -8236573.740646222 4978721.94639784, -8236558.445348186 4978749.7866736315, -8236549.673372312 4978766.044020272, -8236533.676761485 4978795.8688251125, -8236528.667384399 4978804.997085704)"
352,11th Avenue,"LINESTRING (-8236579.306620762 4978712.81821487, -8236584.549768777 4978704.4249978, -8236588.089728584 4978698.751128349, -8236607.403660238 4978664.399300021, -8236619.036547027 4978643.188539524, -8236626.2166541815 4978630.165184802, -8236630.691697711 4978620.713709124)"
353,West 59th Street,"LINESTRING (-8236579.306620762 4978712.81821487, -8236595.603794212 4978721.961097014, -8236614.260940869 4978732.441613925, -8236726.894001653 4978793.414044733)"
354,West 62nd Street,"LINESTRING (-8236426.8657100685 4978988.578359877, -8236443.2408071635 4978997.780298535, -8236498.811496968 4979028.590686606, -8236501.794859322 4979030.237045957)"
355,West End Avenue,"LINESTRING (-8236426.8657100685 4978988.578359877, -8236421.733881542 4978997.809697714, -8236397.121142128 4979042.6288489, -8236381.002079863 4979072.263402265, -8236376.037230573 4979081.171425466)"
356,West End Avenue,"LINESTRING (-8236426.8657100685 4978988.578359877, -8236431.129246566 4978980.890484869, -8236452.380137358 4978942.451200597, -8236472.239534517 4978906.246384016, -8236477.939092444 4978896.559450165)"
357,West 63rd Street,"LINESTRING (-8236376.037230573 4979081.171425466, -8236392.167424789 4979089.888360327, -8236490.317819821 4979145.379991474)"
358,West 63rd Street,"LINESTRING (-8236376.037230573 4979081.171425466, -8236361.409849483 4979073.071885882, -8236305.58312485 4979040.276904072, -8236248.899240138 4979007.849522493)"
359,West End Avenue,"LINESTRING (-8236376.037230573 4979081.171425466, -8236370.50465188 4979090.711545134, -8236351.112796584 4979126.4319527, -8236329.906433588 4979164.916060634, -8236325.442522007 4979172.824578298)"
360,West End Avenue,"LINESTRING (-8236376.037230573 4979081.171425466, -8236381.002079863 4979072.263402265, -8236397.121142128 4979042.6288489, -8236421.733881542 4978997.809697714, -8236426.8657100685 4978988.578359877)"
361,West 64th Street,"LINESTRING (-8236325.442522007 4979172.824578298, -8236311.193627185 4979164.504465094, -8236280.235676796 4979147.393865872, -8236135.164116395 4979065.457442818, -8236085.805054177 4979037.777963312, -8236025.32517483 4979004.306918427, -8236007.937070366 4978994.649286485)"
362,West 64th Street,"LINESTRING (-8236325.442522007 4979172.824578298, -8236341.394605038 4979181.703293494, -8236439.667451509 4979236.401649085)"
363,West End Avenue,"LINESTRING (-8236325.442522007 4979172.824578298, -8236329.906433588 4979164.916060634, -8236351.112796584 4979126.4319527, -8236370.50465188 4979090.711545134, -8236376.037230573 4979081.171425466)"
364,West End Avenue,"LINESTRING (-8236325.442522007 4979172.824578298, -8236320.154846194 4979182.438286835, -8236298.81489981 4979220.922615467, -8236279.768134935 4979255.937900323, -8236274.614042511 4979265.595790654)"
365,West End Avenue,"LINESTRING (-8236274.614042511 4979265.595790654, -8236268.814297039 4979275.900490869, -8236247.574538196 4979314.311687473, -8236228.394189932 4979349.106805397, -8236221.837471926 4979361.10210926)"
366,West End Avenue,"LINESTRING (-8236274.614042511 4979265.595790654, -8236279.768134935 4979255.937900323, -8236298.81489981 4979220.922615467, -8236320.154846194 4979182.438286835, -8236325.442522007 4979172.824578298)"
367,West 65th Street,"LINESTRING (-8236274.614042511 4979265.595790654, -8236259.519119558 4979257.466698156, -8236221.770680231 4979236.5927484175, -8236168.381852447 4979207.178194975, -8235973.394632373 4979098.32600789, -8235956.095583503 4979087.771599714)"
368,West 66th Street,"LINESTRING (-8236221.837471926 4979361.10210926, -8236237.043714369 4979369.6722924905, -8236264.561892494 4979385.004560151, -8236307.809514666 4979409.083472048, -8236350.300164301 4979432.750836468)"
369,West End Avenue,"LINESTRING (-8236221.837471926 4979361.10210926, -8236215.648108237 4979372.171318175, -8236187.4508812195 4979423.4896870395, -8236175.907050025 4979443.849527117, -8236172.1889790315 4979450.773352441, -8236156.348215493 4979479.042015046, -8236145.817391663 4979498.31414551, -8236140.240285175 4979508.486788063, -8236117.041303292 4979550.132991549, -8236103.616172703 4979574.741527068, -8236088.743888734 4979601.55519909, -8236082.287358266 4979613.374406846, -8236078.079481514 4979621.106881354, -8236063.240593392 4979648.097087502, -8236028.475516418 4979710.398294799, -8236022.108041544 4979721.820715941)"
370,West End Avenue,"LINESTRING (-8236221.837471926 4979361.10210926, -8236228.394189932 4979349.106805397, -8236247.574538196 4979314.311687473, -8236268.814297039 4979275.900490869, -8236274.614042511 4979265.595790654)"
371,West 70th Street,"LINESTRING (-8236022.108041544 4979721.820715941, -8236008.393480279 4979713.676543, -8235960.091953224 4979690.464217321, -8235949.549997445 4979685.157290574, -8235935.746380587 4979677.777580055, -8235887.088631162 4979650.346274715, -8235792.3112167 4979598.05648113, -8235718.038852442 4979556.512976284, -8235701.942054072 4979547.075304488)"
372,West 70th Street,"LINESTRING (-8236022.108041544 4979721.820715941, -8236037.0248533115 4979732.155298963, -8236079.637954386 4979755.05900842, -8236140.440660258 4979788.062201568, -8236197.224732512 4979821.006702938, -8236207.043111599 4979826.225498493)"
373,West End Avenue,"LINESTRING (-8236022.108041544 4979721.820715941, -8236015.551323537 4979734.65441741, -8235973.995757624 4979809.628268214, -8235969.754485025 4979817.155086599)"
374,West End Avenue,"LINESTRING (-8236022.108041544 4979721.820715941, -8236028.475516418 4979710.398294799, -8236063.240593392 4979648.097087502, -8236078.079481514 4979621.106881354, -8236082.287358266 4979613.374406846, -8236088.743888734 4979601.55519909, -8236103.616172703 4979574.741527068, -8236117.041303292 4979550.132991549, -8236140.240285175 4979508.486788063, -8236145.817391663 4979498.31414551, -8236156.348215493 4979479.042015046, -8236172.1889790315 4979450.773352441, -8236175.907050025 4979443.849527117, -8236187.4508812195 4979423.4896870395, -8236215.648108237 4979372.171318175, -8236221.837471926 4979361.10210926)"
375,West 71st Street,"LINESTRING (-8235969.754485025 4979817.155086599, -8235984.67129679 4979825.402251686, -8236171.621249629 4979930.675500277)"
376,West End Avenue,"LINESTRING (-8235969.754485025 4979817.155086599, -8235973.995757624 4979809.628268214, -8236015.551323537 4979734.65441741, -8236022.108041544 4979721.820715941)"
377,West End Avenue,"LINESTRING (-8235969.754485025 4979817.155086599, -8235965.112462259 4979826.37250686, -8235945.275328998 4979862.051502709, -8235922.4548333865 4979903.478699764, -8235914.706996826 4979918.135560684)"
378,West 72nd Street,"LINESTRING (-8235914.706996826 4979918.135560684, -8235900.536025649 4979910.593963501, -8235655.56635421 4979773.993566171, -8235644.3787453845 4979767.304723641)"
379,West End Avenue,"LINESTRING (-8235914.706996826 4979918.135560684, -8235906.847840777 4979933.174669529, -8235883.615463047 4979974.337549243, -8235864.000968771 4980010.01708572, -8235859.448001597 4980018.411424946)"
380,West 72nd Street,"LINESTRING (-8235914.706996826 4979918.135560684, -8235929.345509867 4979926.309306116, -8235968.218276051 4979948.3020076575, -8236037.381075681 4979985.333947904, -8236048.913774927 4979991.390793099)"
381,West End Avenue,"LINESTRING (-8235914.706996826 4979918.135560684, -8235922.4548333865 4979903.478699764, -8235945.275328998 4979862.051502709, -8235965.112462259 4979826.37250686, -8235969.754485025 4979817.155086599)"
382,West 73rd Street,"LINESTRING (-8235859.448001597 4980018.411424946, -8235873.663500573 4980026.320633833, -8236001.703178883 4980097.459698356, -8236007.992730112 4980100.458752759, -8236014.05964236 4980103.0755754905)"
383,West End Avenue,"LINESTRING (-8235859.448001597 4980018.411424946, -8235864.000968771 4980010.01708572, -8235883.615463047 4979974.337549243, -8235906.847840777 4979933.174669529, -8235914.706996826 4979918.135560684)"
384,West End Avenue,"LINESTRING (-8235859.448001597 4980018.411424946, -8235854.817110781 4980026.952782776, -8235811.892315132 4980104.501597162, -8235808.129716341 4980111.602306109)"
385,West 74th Street,"LINESTRING (-8235808.129716341 4980111.602306109, -8235793.457807455 4980103.222588023, -8235607.854820455 4980000.431964638, -8235597.6579551 4979994.786744353)"
386,West End Avenue,"LINESTRING (-8235808.129716341 4980111.602306109, -8235811.892315132 4980104.501597162, -8235854.817110781 4980026.952782776, -8235859.448001597 4980018.411424946)"
387,West End Avenue,"LINESTRING (-8235808.129716341 4980111.602306109, -8235803.031283664 4980120.717095348, -8235781.646809483 4980159.322732492, -8235760.462710384 4980197.443376207, -8235756.110118294 4980205.220417439)"
388,West 75th Street,"LINESTRING (-8235756.110118294 4980205.220417439, -8235770.114110237 4980213.365000344, -8235935.768644487 4980305.116989344, -8235947.523982714 4980311.629781468)"
389,West End Avenue,"LINESTRING (-8235756.110118294 4980205.220417439, -8235760.462710384 4980197.443376207, -8235781.646809483 4980159.322732492, -8235803.031283664 4980120.717095348, -8235808.129716341 4980111.602306109)"
390,West End Avenue,"LINESTRING (-8235756.110118294 4980205.220417439, -8235751.668470612 4980213.482611699, -8235709.378196058 4980290.841787491, -8235704.958812275 4980298.618903111)"
391,West 76th Street,"LINESTRING (-8235704.958812275 4980298.618903111, -8235690.197847796 4980290.724175205, -8235557.182188247 4980216.584611704, -8235546.885135348 4980210.571731073)"
392,West End Avenue,"LINESTRING (-8235704.958812275 4980298.618903111, -8235709.378196058 4980290.841787491, -8235751.668470612 4980213.482611699, -8235756.110118294 4980205.220417439)"
393,West End Avenue,"LINESTRING (-8235704.958812275 4980298.618903111, -8235700.361317305 4980306.660652998, -8235677.485161947 4980347.575179579, -8235657.826139873 4980383.814743524, -8235652.349220925 4980393.400240945)"
394,West 77th Street,"LINESTRING (-8235652.349220925 4980393.400240945, -8235666.364344817 4980401.1921399515, -8235831.785108135 4980493.342843579, -8235837.295422929 4980496.4155288, -8235849.284532088 4980503.090168929)"
395,West End Avenue,"LINESTRING (-8235652.349220925 4980393.400240945, -8235648.130212224 4980400.677580392, -8235606.21842394 4980477.067919318, -8235601.899227698 4980484.668761328)"
396,West End Avenue,"LINESTRING (-8235652.349220925 4980393.400240945, -8235657.826139873 4980383.814743524, -8235677.485161947 4980347.575179579, -8235700.361317305 4980306.660652998, -8235704.958812275 4980298.618903111)"
397,West 79th Street,"LINESTRING (-8235546.139294758 4980585.714946578, -8235559.720272637 4980592.904217412, -8235660.330828416 4980648.889558727, -8235699.3149140915 4980670.560441408, -8235711.137044013 4980677.279306935)"
398,West 79th Street,"LINESTRING (-8235546.139294758 4980585.714946578, -8235531.267010789 4980577.3201196445, -8235436.890346494 4980524.466690266, -8235425.2574597085 4980517.997861814)"
399,West End Avenue,"LINESTRING (-8235546.139294758 4980585.714946578, -8235538.213347016 4980599.902367521, -8235521.882777716 4980629.909198275, -8235495.143836027 4980678.205540402, -8235490.869167581 4980685.924156031)"
400,West End Avenue,"LINESTRING (-8235546.139294758 4980585.714946578, -8235553.597700643 4980572.247942244, -8235572.933896193 4980537.036812351, -8235596.7117394265 4980493.84270618, -8235601.899227698 4980484.668761328)"
401,West 81st Street,"LINESTRING (-8235439.216923854 4980779.621285317, -8235453.387895032 4980787.178256001, -8235565.987559969 4980850.310064524, -8235576.4627240505 4980856.191017635)"
402,West End Avenue,"LINESTRING (-8235439.216923854 4980779.621285317, -8235443.8144188225 4980770.755819384, -8235463.963246655 4980734.044348783, -8235486.394124051 4980694.010331332, -8235490.869167581 4980685.924156031)"
403,West End Avenue,"LINESTRING (-8235439.216923854 4980779.621285317, -8235435.042442949 4980787.3840879705, -8235392.473869667 4980863.630428394, -8235387.698263513 4980872.4665738335)"
404,West 82nd Street,"LINESTRING (-8235387.698263513 4980872.4665738335, -8235372.525416918 4980864.14501235, -8235275.343501457 4980810.481402815, -8235263.81080221 4980803.968277948)"
405,West End Avenue,"LINESTRING (-8235387.698263513 4980872.4665738335, -8235392.473869667 4980863.630428394, -8235435.042442949 4980787.3840879705, -8235439.216923854 4980779.621285317)"
406,West End Avenue,"LINESTRING (-8235387.698263513 4980872.4665738335, -8235383.267747779 4980880.597010894, -8235361.727426313 4980919.088032672, -8235340.921813482 4980957.432180795, -8235336.669408934 4980965.48917585)"
407,West End Avenue,"LINESTRING (-8235336.669408934 4980965.48917585, -8235340.921813482 4980957.432180795, -8235361.727426313 4980919.088032672, -8235383.267747779 4980880.597010894, -8235387.698263513 4980872.4665738335)"
408,East 56th Street,"LINESTRING (-8234800.521345425 4977342.511603927, -8234786.695464669 4977334.883812754, -8234620.896215081 4977243.350783259)"
409,5th Avenue,"LINESTRING (-8234800.521345425 4977342.511603927, -8234804.684694382 4977335.104269064, -8234845.884037925 4977261.6925932905, -8234851.216241534 4977252.198350784)"
410,7th Avenue,"LINESTRING (-8235475.084063787 4977717.147830002, -8235478.245537324 4977711.430441068, -8235520.413360436 4977635.120521503, -8235524.109167533 4977628.065705422)"
411,West 56th Street,"LINESTRING (-8235475.084063787 4977717.147830002, -8235460.4344187975 4977709.152305021, -8235383.546046507 4977667.161208655, -8235373.627479877 4977661.73780055, -8235360.758946741 4977654.6094774045, -8235352.276401543 4977649.906256736, -8235343.081411605 4977644.776809272, -8235296.839295127 4977619.012032251, -8235290.861438473 4977615.675697013, -8235227.086502198 4977580.151881021, -8235173.541827125 4977550.316090698, -8235159.114821119 4977542.276610074)"
412,8th Avenue,"LINESTRING (-8235791.810278992 4977892.433722499, -8235785.765630641 4977903.266099954, -8235745.857593192 4977974.757152834, -8235742.317633385 4977981.106712436, -8235735.716387581 4977992.938657429)"
413,West 56th Street,"LINESTRING (-8235791.810278992 4977892.433722499, -8235776.982522818 4977884.188189503, -8235653.117325412 4977815.284613691, -8235642.842536411 4977809.596562918)"
414,9th Avenue,"LINESTRING (-8236106.9334935285 4978071.044552034, -8236111.864946971 4978062.416715528, -8236138.403513576 4978015.985269692, -8236154.344464657 4977988.073595083, -8236158.207250988 4977981.3271833295)"
415,West 56th Street,"LINESTRING (-8236106.9334935285 4978071.044552034, -8236092.328376337 4978062.607791893, -8235952.4888320025 4977981.37127751, -8235933.4531990765 4977970.935660618, -8235892.521022312 4977947.8891546475, -8235808.508202611 4977901.619930556, -8235791.810278992 4977892.433722499)"
416,West 56th Street,"LINESTRING (-8236423.247826617 4978247.189306148, -8236409.611188996 4978239.59020538, -8236122.696333426 4978079.81937824, -8236106.9334935285 4978071.044552034)"
417,10th Avenue,"LINESTRING (-8236423.247826617 4978247.189306148, -8236418.639199698 4978255.464542529, -8236401.763164896 4978286.14030232, -8236376.293265401 4978332.602429583, -8236368.93504706 4978345.96345553)"
