index,geometry
441,"POLYGON ((-8236139.639159924 4975314.625364609, -8235990.35972277 4975231.530874815, -8235952.110345733 4975300.239901917, -8236101.367518989 4975383.320281857, -8236120.046929544 4975349.758897243, -8236123.4087781655 4975343.719623545, -8236137.713332732 4975318.078466567, -8236139.639159924 4975314.625364609))"
442,"POLYGON ((-8236139.639159924 4975314.625364609, -8235990.35972277 4975231.530874815, -8235952.110345733 4975300.239901917, -8236101.367518989 4975383.320281857, -8236120.046929544 4975349.758897243, -8236123.4087781655 4975343.719623545, -8236137.713332732 4975318.078466567, -8236139.639159924 4975314.625364609))"
443,"POLYGON ((-8236139.639159924 4975314.625364609, -8235990.35972277 4975231.530874815, -8235952.110345733 4975300.239901917, -8236101.367518989 4975383.320281857, -8236120.046929544 4975349.758897243, -8236123.4087781655 4975343.719623545, -8236137.713332732 4975318.078466567, -8236139.639159924 4975314.625364609))"
444,"POLYGON ((-8236139.639159924 4975314.625364609, -8235990.35972277 4975231.530874815, -8235952.110345733 4975300.239901917, -8236101.367518989 4975383.320281857, -8236120.046929544 4975349.758897243, -8236123.4087781655 4975343.719623545, -8236137.713332732 4975318.078466567, -8236139.639159924 4975314.625364609))"
445,"POLYGON ((-8236139.639159924 4975314.625364609, -8235990.35972277 4975231.530874815, -8235952.110345733 4975300.239901917, -8236101.367518989 4975383.320281857, -8236120.046929544 4975349.758897243, -8236123.4087781655 4975343.719623545, -8236137.713332732 4975318.078466567, -8236139.639159924 4975314.625364609))"
446,"POLYGON ((-8236139.639159924 4975314.625364609, -8235990.35972277 4975231.530874815, -8235952.110345733 4975300.239901917, -8236101.367518989 4975383.320281857, -8236120.046929544 4975349.758897243, -8236123.4087781655 4975343.719623545, -8236137.713332732 4975318.078466567, -8236139.639159924 4975314.625364609))"
447,"POLYGON ((-8236139.639159924 4975314.625364609, -8235990.35972277 4975231.530874815, -8235952.110345733 4975300.239901917, -8236101.367518989 4975383.320281857, -8236120.046929544 4975349.758897243, -8236123.4087781655 4975343.719623545, -8236137.713332732 4975318.078466567, -8236139.639159924 4975314.625364609))"
448,"POLYGON ((-8236139.639159924 4975314.625364609, -8235990.35972277 4975231.530874815, -8235952.110345733 4975300.239901917, -8236101.367518989 4975383.320281857, -8236120.046929544 4975349.758897243, -8236123.4087781655 4975343.719623545, -8236137.713332732 4975318.078466567, -8236139.639159924 4975314.625364609))"
449,"POLYGON ((-8236139.639159924 4975314.625364609, -8235990.35972277 4975231.530874815, -8235952.110345733 4975300.239901917, -8236101.367518989 4975383.320281857, -8236120.046929544 4975349.758897243, -8236123.4087781655 4975343.719623545, -8236137.713332732 4975318.078466567, -8236139.639159924 4975314.625364609))"
450,"POLYGON ((-8236139.639159924 4975314.625364609, -8235990.35972277 4975231.530874815, -8235952.110345733 4975300.239901917, -8236101.367518989 4975383.320281857, -8236120.046929544 4975349.758897243, -8236123.4087781655 4975343.719623545, -8236137.713332732 4975318.078466567, -8236139.639159924 4975314.625364609))"
451,"POLYGON ((-8236139.639159924 4975314.625364609, -8235990.35972277 4975231.530874815, -8235952.110345733 4975300.239901917, -8236101.367518989 4975383.320281857, -8236120.046929544 4975349.758897243, -8236123.4087781655 4975343.719623545, -8236137.713332732 4975318.078466567, -8236139.639159924 4975314.625364609))"
452,"POLYGON ((-8236139.639159924 4975314.625364609, -8235990.35972277 4975231.530874815, -8235952.110345733 4975300.239901917, -8236101.367518989 4975383.320281857, -8236120.046929544 4975349.758897243, -8236123.4087781655 4975343.719623545, -8236137.713332732 4975318.078466567, -8236139.639159924 4975314.625364609))"
453,"POLYGON ((-8236139.639159924 4975314.625364609, -8235990.35972277 4975231.530874815, -8235952.110345733 4975300.239901917, -8236101.367518989 4975383.320281857, -8236120.046929544 4975349.758897243, -8236123.4087781655 4975343.719623545, -8236137.713332732 4975318.078466567, -8236139.639159924 4975314.625364609))"
454,"POLYGON ((-8236139.639159924 4975314.625364609, -8235990.35972277 4975231.530874815, -8235952.110345733 4975300.239901917, -8236101.367518989 4975383.320281857, -8236120.046929544 4975349.758897243, -8236123.4087781655 4975343.719623545, -8236137.713332732 4975318.078466567, -8236139.639159924 4975314.625364609))"
455,"POLYGON ((-8236139.639159924 4975314.625364609, -8235990.35972277 4975231.530874815, -8235952.110345733 4975300.239901917, -8236101.367518989 4975383.320281857, -8236120.046929544 4975349.758897243, -8236123.4087781655 4975343.719623545, -8236137.713332732 4975318.078466567, -8236139.639159924 4975314.625364609))"
456,"POLYGON ((-8236139.639159924 4975314.625364609, -8235990.35972277 4975231.530874815, -8235952.110345733 4975300.239901917, -8236101.367518989 4975383.320281857, -8236120.046929544 4975349.758897243, -8236123.4087781655 4975343.719623545, -8236137.713332732 4975318.078466567, -8236139.639159924 4975314.625364609))"
457,"POLYGON ((-8236139.639159924 4975314.625364609, -8235990.35972277 4975231.530874815, -8235952.110345733 4975300.239901917, -8236101.367518989 4975383.320281857, -8236120.046929544 4975349.758897243, -8236123.4087781655 4975343.719623545, -8236137.713332732 4975318.078466567, -8236139.639159924 4975314.625364609))"
458,"POLYGON ((-8236139.639159924 4975314.625364609, -8235990.35972277 4975231.530874815, -8235952.110345733 4975300.239901917, -8236101.367518989 4975383.320281857, -8236120.046929544 4975349.758897243, -8236123.4087781655 4975343.719623545, -8236137.713332732 4975318.078466567, -8236139.639159924 4975314.625364609))"
459,"POLYGON ((-8236139.639159924 4975314.625364609, -8235990.35972277 4975231.530874815, -8235952.110345733 4975300.239901917, -8236101.367518989 4975383.320281857, -8236120.046929544 4975349.758897243, -8236123.4087781655 4975343.719623545, -8236137.713332732 4975318.078466567, -8236139.639159924 4975314.625364609))"
460,"POLYGON ((-8236139.639159924 4975314.625364609, -8235990.35972277 4975231.530874815, -8235952.110345733 4975300.239901917, -8236101.367518989 4975383.320281857, -8236120.046929544 4975349.758897243, -8236123.4087781655 4975343.719623545, -8236137.713332732 4975318.078466567, -8236139.639159924 4975314.625364609))"
461,"POLYGON ((-8236139.639159924 4975314.625364609, -8235990.35972277 4975231.530874815, -8235952.110345733 4975300.239901917, -8236101.367518989 4975383.320281857, -8236120.046929544 4975349.758897243, -8236123.4087781655 4975343.719623545, -8236137.713332732 4975318.078466567, -8236139.639159924 4975314.625364609))"
462,"POLYGON ((-8236139.639159924 4975314.625364609, -8235990.35972277 4975231.530874815, -8235952.110345733 4975300.239901917, -8236101.367518989 4975383.320281857, -8236120.046929544 4975349.758897243, -8236123.4087781655 4975343.719623545, -8236137.713332732 4975318.078466567, -8236139.639159924 4975314.625364609))"
463,"POLYGON ((-8236139.639159924 4975314.625364609, -8235990.35972277 4975231.530874815, -8235952.110345733 4975300.239901917, -8236101.367518989 4975383.320281857, -8236120.046929544 4975349.758897243, -8236123.4087781655 4975343.719623545, -8236137.713332732 4975318.078466567, -8236139.639159924 4975314.625364609))"
464,"POLYGON ((-8236139.639159924 4975314.625364609, -8235990.35972277 4975231.530874815, -8235952.110345733 4975300.239901917, -8236101.367518989 4975383.320281857, -8236120.046929544 4975349.758897243, -8236123.4087781655 4975343.719623545, -8236137.713332732 4975318.078466567, -8236139.639159924 4975314.625364609))"
465,"POLYGON ((-8236139.639159924 4975314.625364609, -8235990.35972277 4975231.530874815, -8235952.110345733 4975300.239901917, -8236101.367518989 4975383.320281857, -8236120.046929544 4975349.758897243, -8236123.4087781655 4975343.719623545, -8236137.713332732 4975318.078466567, -8236139.639159924 4975314.625364609))"
466,"POLYGON ((-8236139.639159924 4975314.625364609, -8235990.35972277 4975231.530874815, -8235952.110345733 4975300.239901917, -8236101.367518989 4975383.320281857, -8236120.046929544 4975349.758897243, -8236123.4087781655 4975343.719623545, -8236137.713332732 4975318.078466567, -8236139.639159924 4975314.625364609))"
467,"POLYGON ((-8236139.639159924 4975314.625364609, -8235990.35972277 4975231.530874815, -8235952.110345733 4975300.239901917, -8236101.367518989 4975383.320281857, -8236120.046929544 4975349.758897243, -8236123.4087781655 4975343.719623545, -8236137.713332732 4975318.078466567, -8236139.639159924 4975314.625364609))"
468,"POLYGON ((-8236139.639159924 4975314.625364609, -8235990.35972277 4975231.530874815, -8235952.110345733 4975300.239901917, -8236101.367518989 4975383.320281857, -8236120.046929544 4975349.758897243, -8236123.4087781655 4975343.719623545, -8236137.713332732 4975318.078466567, -8236139.639159924 4975314.625364609))"
469,"POLYGON ((-8236139.639159924 4975314.625364609, -8235990.35972277 4975231.530874815, -8235952.110345733 4975300.239901917, -8236101.367518989 4975383.320281857, -8236120.046929544 4975349.758897243, -8236123.4087781655 4975343.719623545, -8236137.713332732 4975318.078466567, -8236139.639159924 4975314.625364609))"
470,"POLYGON ((-8236139.639159924 4975314.625364609, -8235990.35972277 4975231.530874815, -8235952.110345733 4975300.239901917, -8236101.367518989 4975383.320281857, -8236120.046929544 4975349.758897243, -8236123.4087781655 4975343.719623545, -8236137.713332732 4975318.078466567, -8236139.639159924 4975314.625364609))"
471,"POLYGON ((-8236139.639159924 4975314.625364609, -8235990.35972277 4975231.530874815, -8235952.110345733 4975300.239901917, -8236101.367518989 4975383.320281857, -8236120.046929544 4975349.758897243, -8236123.4087781655 4975343.719623545, -8236137.713332732 4975318.078466567, -8236139.639159924 4975314.625364609))"
472,"POLYGON ((-8236139.639159924 4975314.625364609, -8235990.35972277 4975231.530874815, -8235952.110345733 4975300.239901917, -8236101.367518989 4975383.320281857, -8236120.046929544 4975349.758897243, -8236123.4087781655 4975343.719623545, -8236137.713332732 4975318.078466567, -8236139.639159924 4975314.625364609))"
473,"POLYGON ((-8236139.639159924 4975314.625364609, -8235990.35972277 4975231.530874815, -8235952.110345733 4975300.239901917, -8236101.367518989 4975383.320281857, -8236120.046929544 4975349.758897243, -8236123.4087781655 4975343.719623545, -8236137.713332732 4975318.078466567, -8236139.639159924 4975314.625364609))"
474,"POLYGON ((-8236139.639159924 4975314.625364609, -8235990.35972277 4975231.530874815, -8235952.110345733 4975300.239901917, -8236101.367518989 4975383.320281857, -8236120.046929544 4975349.758897243, -8236123.4087781655 4975343.719623545, -8236137.713332732 4975318.078466567, -8236139.639159924 4975314.625364609))"
475,"POLYGON ((-8236139.639159924 4975314.625364609, -8235990.35972277 4975231.530874815, -8235952.110345733 4975300.239901917, -8236101.367518989 4975383.320281857, -8236120.046929544 4975349.758897243, -8236123.4087781655 4975343.719623545, -8236137.713332732 4975318.078466567, -8236139.639159924 4975314.625364609))"
476,"POLYGON ((-8236139.639159924 4975314.625364609, -8235990.35972277 4975231.530874815, -8235952.110345733 4975300.239901917, -8236101.367518989 4975383.320281857, -8236120.046929544 4975349.758897243, -8236123.4087781655 4975343.719623545, -8236137.713332732 4975318.078466567, -8236139.639159924 4975314.625364609))"
477,"POLYGON ((-8236139.639159924 4975314.625364609, -8235990.35972277 4975231.530874815, -8235952.110345733 4975300.239901917, -8236101.367518989 4975383.320281857, -8236120.046929544 4975349.758897243, -8236123.4087781655 4975343.719623545, -8236137.713332732 4975318.078466567, -8236139.639159924 4975314.625364609))"
478,"POLYGON ((-8236139.639159924 4975314.625364609, -8235990.35972277 4975231.530874815, -8235952.110345733 4975300.239901917, -8236101.367518989 4975383.320281857, -8236120.046929544 4975349.758897243, -8236123.4087781655 4975343.719623545, -8236137.713332732 4975318.078466567, -8236139.639159924 4975314.625364609))"
479,"POLYGON ((-8236139.639159924 4975314.625364609, -8235990.35972277 4975231.530874815, -8235952.110345733 4975300.239901917, -8236101.367518989 4975383.320281857, -8236120.046929544 4975349.758897243, -8236123.4087781655 4975343.719623545, -8236137.713332732 4975318.078466567, -8236139.639159924 4975314.625364609))"
480,"POLYGON ((-8236139.639159924 4975314.625364609, -8235990.35972277 4975231.530874815, -8235952.110345733 4975300.239901917, -8236101.367518989 4975383.320281857, -8236120.046929544 4975349.758897243, -8236123.4087781655 4975343.719623545, -8236137.713332732 4975318.078466567, -8236139.639159924 4975314.625364609))"
481,"POLYGON ((-8236139.639159924 4975314.625364609, -8235990.35972277 4975231.530874815, -8235952.110345733 4975300.239901917, -8236101.367518989 4975383.320281857, -8236120.046929544 4975349.758897243, -8236123.4087781655 4975343.719623545, -8236137.713332732 4975318.078466567, -8236139.639159924 4975314.625364609))"
482,"POLYGON ((-8236139.639159924 4975314.625364609, -8235990.35972277 4975231.530874815, -8235952.110345733 4975300.239901917, -8236101.367518989 4975383.320281857, -8236120.046929544 4975349.758897243, -8236123.4087781655 4975343.719623545, -8236137.713332732 4975318.078466567, -8236139.639159924 4975314.625364609))"
483,"POLYGON ((-8236139.639159924 4975314.625364609, -8235990.35972277 4975231.530874815, -8235952.110345733 4975300.239901917, -8236101.367518989 4975383.320281857, -8236120.046929544 4975349.758897243, -8236123.4087781655 4975343.719623545, -8236137.713332732 4975318.078466567, -8236139.639159924 4975314.625364609))"
484,"POLYGON ((-8236139.639159924 4975314.625364609, -8235990.35972277 4975231.530874815, -8235952.110345733 4975300.239901917, -8236101.367518989 4975383.320281857, -8236120.046929544 4975349.758897243, -8236123.4087781655 4975343.719623545, -8236137.713332732 4975318.078466567, -8236139.639159924 4975314.625364609))"
485,"POLYGON ((-8236139.639159924 4975314.625364609, -8235990.35972277 4975231.530874815, -8235952.110345733 4975300.239901917, -8236101.367518989 4975383.320281857, -8236120.046929544 4975349.758897243, -8236123.4087781655 4975343.719623545, -8236137.713332732 4975318.078466567, -8236139.639159924 4975314.625364609))"
486,"POLYGON ((-8236139.639159924 4975314.625364609, -8235990.35972277 4975231.530874815, -8235952.110345733 4975300.239901917, -8236101.367518989 4975383.320281857, -8236120.046929544 4975349.758897243, -8236123.4087781655 4975343.719623545, -8236137.713332732 4975318.078466567, -8236139.639159924 4975314.625364609))"
487,"POLYGON ((-8236139.639159924 4975314.625364609, -8235990.35972277 4975231.530874815, -8235952.110345733 4975300.239901917, -8236101.367518989 4975383.320281857, -8236120.046929544 4975349.758897243, -8236123.4087781655 4975343.719623545, -8236137.713332732 4975318.078466567, -8236139.639159924 4975314.625364609))"
488,"POLYGON ((-8236139.639159924 4975314.625364609, -8235990.35972277 4975231.530874815, -8235952.110345733 4975300.239901917, -8236101.367518989 4975383.320281857, -8236120.046929544 4975349.758897243, -8236123.4087781655 4975343.719623545, -8236137.713332732 4975318.078466567, -8236139.639159924 4975314.625364609))"
